USD;2010-11-10;6,564553678
USD;2010-06-04;5,402860284
USD;2010-04-30;6,860944808
USD;2010-04-28;5,160063922
USD;2010-04-19;2,885368586
USD;2010-03-15;6,507424533
USD;2010-10-01;3,036617458
USD;2010-01-15;6,474525332
USD;2010-08-04;5,79851228
USD;2010-09-10;5,460557699
USD;2010-04-20;4,642345965
USD;2010-10-19;4,185453832
USD;2010-02-03;3,326545656
USD;2010-01-29;2,0648458
USD;2010-04-26;5,224196732
USD;2010-06-18;4,435996532
USD;2010-11-08;3,273643076
USD;2010-06-02;3,92604661
USD;2010-06-25;6,050756037
USD;2010-09-23;3,395555079
USD;2010-07-19;3,786705554
USD;2010-02-15;4,464452207
USD;2010-03-18;2,49783051
USD;2010-05-11;3,852393389
USD;2010-02-25;3,921679437
USD;2010-04-01;2,363162041
USD;2010-09-01;4,291136324
USD;2010-11-22;3,843680322
USD;2010-06-21;6,462385952
USD;2010-05-19;5,194425941
USD;2010-10-29;3,639903963
USD;2010-11-23;3,304214954
USD;2010-03-17;2,116096556
USD;2010-05-06;3,491249859
USD;2010-08-20;5,954175055
USD;2010-09-28;6,311396599
USD;2010-08-06;5,906052291
USD;2010-11-16;4,369798839
USD;2010-02-19;5,433454692
USD;2010-05-18;7,122911751
USD;2010-02-05;3,268948376
USD;2010-02-01;2,787019789
USD;2010-02-10;1,350627184
USD;2010-03-23;1,041354001
USD;2010-06-07;5,577541769
USD;2010-07-05;4,764053524
USD;2010-07-01;1,481193841
USD;2010-08-18;4,699285686
USD;2010-02-24;3,173727155
USD;2010-04-07;7,239937544
USD;2010-05-05;4,583276272
USD;2010-10-25;5,885367572
USD;2010-11-19;3,372903943
USD;2010-07-06;3,665409803
USD;2010-08-16;2,540403664
USD;2010-08-23;6,316602826
USD;2010-04-02;2,621807396
USD;2010-02-09;4,030602157
USD;2010-09-08;2,835099578
USD;2010-04-12;7,70746702
USD;2010-04-09;1,260105252
USD;2010-07-02;7,969189048
USD;2010-04-29;3,413902044
USD;2010-10-15;6,87540108
USD;2010-09-03;1,462227285
